品目名,読み仮名,分別区分,廃棄方法,注意事項,持込が必要な品目か（TRUE/FALSE）,充電池か（TRUE/FALSE）,携帯電話・タブレットPCか（TRUE/FALSE）,その他の電子機器か（TRUE/FALSE）
おもちゃ（その他）,おもちゃ（そのた）,不燃ごみ,,,0,0,0,0
おもちゃの空き箱（紙製）,おもちゃのあきはこ（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
錘（おもり）,おもり（おもり）,不燃ごみ,,,0,0,0,0
折り紙（金紙・銀紙を除く）,おりがみ（きんかみ・ぎんかみをのぞく）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
折り紙（金紙・銀紙）,おりがみ（きんかみ・ぎんかみ）,可燃ごみ,,,0,0,0,0
折り込みチラシ（新聞）,おりこみちらし（しんぶん）,資源物,（古紙・布類）の【古紙（新聞）】,,0,0,0,0
折りたたみ傘,おりたたみかさ,不燃ごみ,,,0,0,0,0
オルガン・電子ピアノ,おるがん・でんしぴあの,粗大ごみ,サイドフレーム・ペダル鍵盤などがないもの又は外してあるもの、長さが1.5m以下または1.5m以下に切断してあるものであること。長さが1.5mを超えるものは、購入店、メーカーなどに相談（又は千葉市が許可した下記処理業者）,,0,0,0,0
オルゴール,おるごーる,不燃ごみ,,,0,0,0,0
おろしがね（おろし器）,おろしがね（おろしうつわ）,不燃ごみ,,,0,0,0,0
おわん（木製）,おわん（もくせい）,可燃ごみ,,,0,0,0,0
おわん（木製以外）,おわん（もくせいいがい）,不燃ごみ,,,0,0,0,0
温水器（電気・ガス）,おんすいき（でんき・がす）,粗大ごみ,,,0,0,0,0
温水洗浄機能付便座,おんすいせんじょうきのうつきべんざ,粗大ごみ,,,0,0,0,0
温度計（水銀入り）,おんどけい（すいぎんいり）,有害ごみ,,,0,0,0,0
温度計（水銀入り以外のもの）,おんどけい（すいぎんいりいがいのもの）,不燃ごみ,,,0,0,0,0
温風ヒーター,おんぷうひーたー,粗大ごみ,,,0,0,0,0
お菓子の缶,おかしのかん,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,,0,0,0,0
お菓子の個包装・袋（プラスチック製）,おかしのこづつみそう・ふくろ（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
お菓子の箱（紙製）,おかしのはこ（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
お玉（調理用具）,おたま（ちょうりようぐ）,不燃ごみ,,,0,0,0,0
お茶の缶,おちゃのかん,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,,0,0,0,0
お茶の袋（ティーパック）,おちゃのふくろ（てぃーぱっく）,可燃ごみ,,,0,0,0,0
お茶の袋（外袋）,おちゃのふくろ（そとぶくろ）,可燃ごみ,,,0,0,0,0
お茶の入っていた袋（プラスチック製）,おちゃのいっっていたふくろ（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
お茶の入っていた袋（紙製）,おちゃのいっっていたふくろ（かみせい）,可燃ごみ,,,0,0,0,0
カーアンプ,かーあんぷ,小型家電、不燃ごみまたは粗大ごみ,各区役所などの使用済小型家電回収ボックスへ。回収ボックス・不燃ごみ袋に入らないものは粗大ごみ,,1,0,0,1
カーMDプレイヤー,かーえむでぃーぷれいやー,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
カーカラーテレビ,かーからーてれび,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
カーコンポ,かーこんぽ,不燃ごみ,,,0,0,0,0
カーCDプレイヤー,かーしーでぃーぷれいやー,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
カーステレオ,かーすてれお,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
カーDVDプレイヤー,かーでぃーぶいでぃーぷれいやー,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
カーテン,かーてん,可燃ごみ,,,0,0,0,0
カーテンレール,かーてんれーる,粗大ごみ,,,0,0,0,0
カートカン（間伐材を使った飲料容器）,かーとかん（かんばつざいをつかったいんりょうようき）,可燃ごみ,,,0,0,0,0
カード類,かーどるい,可燃ごみ,,,0,0,0,0
カーナビ,かーなび,小型家電または不燃ごみ,各区役所などの使用済小型家電ボックスへ,,1,0,0,1
カーペット・じゅうたん（織物製）・ラグマット,かーぺっと・じゅうたん（おりものせい）・らぐまっと,可燃ごみまたは粗大ごみ,,,0,0,0,0
カーペットローラー,かーぺっとろーらー,不燃ごみ,,,0,0,0,0
カーポート（解体したもの）,かーぽーと（かいたいしたもの）,粗大ごみ,,,0,0,0,0
カーボン紙,かーぼんかみ,可燃ごみ,,,0,0,0,0
カーラジオ,かーらじお,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
懐中電灯,かいちゅうでんとう,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ（電池は外す）,,1,0,0,1
貝の殻（牡蠣・あさりなど）,かいのから（かき・あさりなど）,可燃ごみ,,,0,0,0,0
買い物カート（ショッピングカー、シルバーカー）,かいものかーと（しょっぴんぐかー、しるばーかー）,粗大ごみ,,,0,0,0,0
買い物かご（プラスチック製・金属製）,かいものかご（ぷらすちっくせい・きんぞくせい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
買い物かご（木製・布製）,かいものかご（もくせい・ぬのせい）,可燃ごみ,,,0,0,0,0
買い物袋（スーパーなどのレジ袋）,かいものぶくろ（すーぱーなどのれじふくろ）,可燃ごみ,,,0,0,0,0
カイロ（金属製）,かいろ（きんぞくせい）,不燃ごみ,,,0,0,0,0
カイロ（使い捨て）,かいろ（つかいすて）,可燃ごみ,,,0,0,0,0
香りのついた紙,かおりのついたかみ,可燃ごみ,,,0,0,0,0
化学薬品,かがくやくひん,排出禁止物等,,,1,0,0,0
鏡,かがみ,不燃ごみまたは粗大ごみ,,,0,0,0,0
鍵,かぎ,不燃ごみ,,,0,0,0,0
かき氷機,かきこおりき,不燃ごみまたは粗大ごみ,,,0,0,0,0
角材（太さ10cm以内、長さは可燃ごみ指定袋に入る大きさまで）,かくざい（ふとさ10せんちいないながながさかねんねんごしていふくろふくろはいにゅうおおおおきさまで）,可燃ごみ,,,0,0,0,0
角材（太さ10cm超～15cm以内、長さは不燃ごみ指定袋に入る大きさまで）,かくざい（ふとさ10せんちこ～15せんちいない、ながさはふねんごみしていふくろにはいるおおきさまで）,不燃ごみ,,,0,0,0,0
角材（太さ15cm以内、長さ150cm以内）,かくざい（ふとさ15せんちいないながながさ150せんちいない）,粗大ごみ,太さや長さがこれを超える場合は、千葉市廃棄物リサイクル事業協同組合（電話043-204-5805）へご相談ください。,,0,0,0,0
学習机,がくしゅうつくえ,粗大ごみ,,,0,0,0,0
学生服,がくせいふく,可燃ごみ,,,0,0,0,0
額縁（木製）,がくぶち（もくせい）,可燃ごみまたは粗大ごみ,,,0,0,0,0
額縁（木製以外）,がくぶち（もくせいいがい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
掛け布団,かけぶとん,粗大ごみ,,,0,0,0,0
かご（硬いプラスチック製・金属製）,かご（かたいぷらすちっくせい・きんぞくせい）,市の拠点回収、不燃ごみまたは粗大ごみ,小型のもので不燃ごみの指定袋に入れば不燃ごみ。ポリプロピレン製、ポリエチレン製、ポリスチレン製のものは、各区役所等に設置の回収ボックスへ。,,1,0,0,0
かご（その他）,かご（そのた）,可燃ごみ,,,0,0,0,0
傘,かさ,不燃ごみ,10ℓまたは20ℓの不燃ごみ指定袋に入れて排出可。他の不燃ごみと一緒に入れて、何本でも排出できます。傘は、はみ出していても排出可、他の不燃ごみは、はみ出さないように入れて、口を縛って排出してください。,,0,0,0,0
火災警報器（住宅用）,かさいけいほうき（じゅうたくよう）,不燃ごみ,,,0,0,0,0
傘立て（木製・ゴム製）,かさたて（もくせい・ごむせい）,可燃ごみまたは粗大ごみ,,,0,0,0,0
傘立て（その他）,かさたて（そのた）,不燃ごみまたは粗大ごみ,,,0,0,0,0
加湿器,かしつき,不燃ごみまたは粗大ごみ,,,0,0,0,0
菓子等の空き箱（紙製）,かしとうのあきばこ（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
菓子等の空き箱（木製）,かしとうのあきばこ（もくせい）,可燃ごみ,,,0,0,0,0
菓子の缶（金属製）,かしのかん（きんぞくせい）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,,0,0,0,0
菓子箱（紙製）,かしばこ（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
菓子箱・缶の中仕切り（プラスチック製）,かしばこ・かんのなかしきり（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
菓子袋（紙製）,かしぶくろ（かみせい）,可燃ごみ,,,0,0,0,0
菓子袋（プラ製）,かしぶくろ（ぷらせい）,可燃ごみ,,,0,0,0,0
ガスオーブンレンジ,がすおーぶんれんじ,粗大ごみ,,,0,0,0,0
ガスコンロ・ガステーブル,がすこんろ・がすてーぶる,粗大ごみ,,,0,0,0,0
ガスストーブ,がすすとーぶ,粗大ごみ,,,0,0,0,0
ガスファンヒーター,がすふぁんひーたー,不燃ごみまたは粗大ごみ,,,0,0,0,0
ガスボンベ（LP・プロパン）,がすぼんべ（えるぴー・ぷろぱん）,排出禁止物等,購入店または（一社）千葉県LPガス協会,,1,0,0,0
ガスボンベ（卓上カートリッジ式）,がすぼんべ（たくじょうかーとりっじしき）,有害ごみ,,,0,0,0,0
ガスボンベのフタ,がすぼんべのふた,可燃ごみ,,,0,0,0,0
ガスライター（使い捨てガスライター）,がすらいたー（つかいすてがすらいたー）,有害ごみ,,,0,0,0,0
ガスレンジ,がすれんじ,粗大ごみ,,,0,0,0,0
ガスレンジマット（アルミはく製）,がすれんじまっと（あるみはくせい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
ガス台,がすだい,粗大ごみ,,,0,0,0,0
ガス炉（陶芸用）,がすろ（とうげいよう）,粗大ごみ,,,0,0,0,0
カセット（卓上）コンロ（本体）,かせっと（たくじょう）こんろ（ほんたい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
カセットコンロ用ボンベ,かせっとこんろようぼんべ,有害ごみ,,,0,0,0,0
カセットテープ,かせっとてーぷ,可燃ごみ,,,0,0,0,0
カセットテープのケース（プラスチック製）,かせっとてーぷのけーす（ぷらすちっくせい）,不燃ごみ,,,0,0,0,0
カセットデッキ,かせっとでっき,不燃ごみまたは粗大ごみ,,,0,0,0,0
カセット式ガスコンロ,かせっとしきがすこんろ,不燃ごみ,,,0,0,0,0
カセット式ガスボンベ,かせっとしきがすぼんべ,有害ごみ,,,0,0,0,0
カセット式ガスボンベのフタ,かせっとしきがすぼんべのふた,可燃ごみ,,,0,0,0,0
カセット式テープレコーダー,かせっとしきてーぷれこーだー,不燃ごみまたは粗大ごみ,,,0,0,0,0
ガソリン,がそりん,排出禁止物等,,,1,0,0,0
ガソリン携行缶,がそりんけいこうかん,不燃ごみまたは粗大ごみ,,,0,0,0,0
型抜き（プラスチック製・金属製）,かたぬき（ぷらすちっくせい・きんぞくせい）,不燃ごみ,,,0,0,0,0
カタログ,かたろぐ,資源物,（古紙・布類）の【古紙（雑誌）】,表紙部分が紙以外の素材は取り除く。端をちぎった時にフィルム状のものが見えたら、コーティングがあるものです。コーティングのあるものは「可燃ごみ」へ。,0,0,0,0
楽器類（木製）,がっきるい（もくせい）,可燃ごみまたは粗大ごみ,,,0,0,0,0
楽器類（木製以外）,がっきるい（もくせいいがい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
カッター（刃を含む）,かったー（はをふくむ）,不燃ごみ,,,0,0,0,0
カッターナイフ,かったーないふ,不燃ごみ,,,0,0,0,0
カット綿,かっとめん,可燃ごみ,,,0,0,0,0
カット綿の包装袋（プラスチック製）,かっとめんのほうそうふくろ（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
かっぱ・合羽（雨具）,かっぱ・かっぱ（あまぐ）,可燃ごみ,,,0,0,0,0
カップ（陶器製）,かっぷ（とうきせい）,不燃ごみ,,,0,0,0,0
カップボード,かっぷぼーど,粗大ごみ,,,0,0,0,0
カップ麺・カップスープ・カップ味噌汁などの容器、具・スープの袋（紙製・プラスチック製）,かっぷめん・かっぷすーぷ・かっぷみそしるなどのようき、ぐ・すーぷのふくろ（かみせい・ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
カップ麺のフタ,かっぷめんのふた,可燃ごみ,,,0,0,0,0
カップ麺の外包装フィルム,かっぷめんのがいほうよそふぃるむ,可燃ごみ,,,0,0,0,0
かつら（つけ毛）,かつら（つけけ）,可燃ごみ,,,0,0,0,0
家庭用廃油（食用植物性、天ぷら油等）,かていようはいゆ（しょくようしょくぶつせい、てんぷらあぶらなど）,回収場所へ,回収場所はこちらでご確認ください。,少量ずつボロ布などに含ませれば「可燃ごみ」で可,1,0,0,0
